timestep,time_elapsed,ego_velocity,target_speed,distance_to_lead,lead_speed
0,0.0,9.859022455380348e-08,10,20.0,6.845970501181704e-08
1,0.1,7.795334161896348e-08,10,20.0,1.511520010430846e-07
2,0.2,8.031657299308766e-08,10,20.0,6.0146913220458874e-09
3,0.30000000000000004,1.1459137160392961e-07,10,20.0,2.3749739871967388e-07
4,0.4,3.109453669955793e-07,10,20.0,1.9006246090864684e-07
5,0.5,5.634943476477813e-08,10,20.0,2.1584348108214526e-07
6,0.6000000000000001,1.7970171829784184e-07,10,20.0,2.5547017470249434e-07
7,0.7000000000000001,1.1437891781871212e-08,10,20.0,8.572310465304503e-09
8,0.8,1.2080422209390362e-07,10,20.0,2.984675001376167e-08
9,0.9,1.180629424674986e-08,10,20.0,2.4005520807999375e-08
10,1.0,4.792249491327373e-08,10,20.0,1.999848082302296e-08
11,1.1,6.244879884063507e-08,10,20.0,3.7161898660119966e-08
12,1.2000000000000002,7.301844942006352e-08,10,20.0,3.442394274426913e-08
13,1.3,3.5093935623346513e-09,10,20.0,5.454759114574798e-09
14,1.4000000000000001,8.946735839898029e-08,10,20.0,6.322013017665076e-09
15,1.5,3.7758091141029985e-08,10,20.0158081055051,0.2905487160170208
16,1.6,2.0333093551307268e-11,10,20.048095703212194,0.36028495172228975
17,1.7000000000000002,6.9866422068655495e-09,10,20.092956543966828,0.4715887280065484
18,1.8,3.236105777574653e-08,10,20.146057130272247,0.5819495796931999
19,1.9000000000000001,3.7009017424414864e-08,10,20.209106450627406,0.6797356877748437
20,2.0,7.051013672120811e-09,10,20.2803344885534,0.783116173322469
21,2.1,1.8543324874338727,10,20.285461448649244,0.8268032319364681
22,2.2,3.828359864477906,10,20.07287598123202,0.9925224208644475
23,2.3000000000000003,4.891022718808481,10,19.72814941864765,1.0685623781032694
24,2.4000000000000004,5.123287502258219,10,19.329589904127143,1.1876477882236272
25,2.5,3.42799519579264,10,19.040527506195012,1.2904282303293633
26,2.6,2.712710759129089,10,18.89648463929818,1.3949679283882526
27,2.7,2.9660050668606215,10,18.757812888277435,1.4917917071533977
28,2.8000000000000003,3.3236657670332086,10,18.597107469164055,1.5802787401216838
29,2.9000000000000004,3.7352502433210852,10,18.4057013912951,1.658445546626628
30,3.0,4.139210309192293,10,18.180420833182026,1.7259935153081296
31,3.1,4.201507374414723,10,17.934632485199707,1.7829168338533103
32,3.2,3.8643977057764674,10,17.713929560141608,1.8294083231019407
33,3.3000000000000003,3.7456424675924507,10,17.523500029339925,1.8657350741173584
34,3.4000000000000004,3.8657874492469864,10,17.33337565912874,1.8921944665203148
35,3.5,3.833458027775107,10,17.135438778794992,1.909088896795178
36,3.6,3.477830091093608,10,16.963197649356612,1.916728986283693
37,3.7,3.354686030186966,10,16.818422282736215,1.915420124931762
38,3.8000000000000003,3.474319602239275,10,16.67035100486214,1.9054861777614946
39,3.9000000000000004,3.7753893290749767,10,16.498109819092548,1.8872383824229166
40,4.0,3.825118595351825,10,16.300355950888793,1.8452858484532888
41,4.1000000000000005,3.499151454151269,10,16.116457025697372,1.775230134165783
42,4.2,3.0746272459431734,10,15.96313664577198,1.679312253715862
43,4.3,2.9292605963018556,10,15.770449080942582,0.1618583991142042
44,4.4,3.0383951346695,10,15.473025239914056,0.00029761430525800754
45,4.5,3.335810845859805,10,15.153872975279805,0.0004873449541598842
46,4.6000000000000005,3.398191595535576,10,14.812076780306654,0.0003146637438700394
47,4.7,3.09288134403004,10,14.487614616712158,0.00015331346197872372
48,4.800000000000001,2.684357934632504,10,14.200139737825648,0.0
49,4.9,2.5423677798513165,10,13.94275517363782,0.0
50,5.0,2.65075701902071,10,13.684149966904084,0.0
51,5.1000000000000005,2.9463161590003883,10,13.403389128682482,0.0
52,5.2,3.012452250702544,10,13.100167509224033,0.0
53,5.300000000000001,2.7199448786636315,10,12.813425413279269,0.0
54,5.4,2.3256069432163926,10,12.562449859031402,0.0
55,5.5,2.1852847706052354,10,12.340710091351125,0.0
56,5.6000000000000005,2.2914078343691866,10,12.117871752566288,0.0
57,5.7,2.2881648550358555,10,11.88471858960589,0.0
58,5.800000000000001,1.4046685507139498,10,11.682876366848115,0.0
59,5.9,0.34688211042139594,10,11.63764955013889,0.0
60,6.0,0.6764458697776371,10,11.585586961276002,0.0
61,6.1000000000000005,0.9982390767674469,10,11.499344669655807,0.0
62,6.2,1.3413411910039728,10,11.380265633350025,0.0
63,6.300000000000001,1.7636934003503242,10,11.221208989915239,0.0
64,6.4,2.2077490348601114,10,11.017963265734084,0.0
65,6.5,2.3042743426722234,10,10.784261299161802,0.0
66,6.6000000000000005,2.022128740204602,10,10.56502465218774,0.0
67,6.7,0.9482058542391666,10,10.395714474801734,0.0
68,6.800000000000001,0.19723617367951718,10,10.378319669970754,0.0
69,6.9,0.43363104290774646,10,10.350243595337261,0.0
70,7.0,0.7216228422102872,10,10.291040177984346,0.0
